0.9 0.9 0
0.9 0.95 0
0.9 1 0
0.95 0.9 0
0.95 0.95 0
0.95 1 0
1 1 0
1 0.9 0
1 0.95 0
0.15 0.95 0
0.15 1 0
0.05 0.95 0
0.05 1 0
0.05 0.9 0
0.1 0.9 0
0.1 0.95 0
0.1 1 0
0 0.9 0
0 0.95 0
0 1 0
0.9 0 0
0.9 0.05 0
0.9 0.1 0
0.95 0.05 0
0.95 0.1 0
0.95 0.15 0
0.95 0 0
1 0 0
1 0.05 0
1 0.1 0
1 0.15 0
0.15 0.05 0
0.1 0 0
0.1 0.05 0
0.1 0.1 0
0.15 0 0
0 0 0
0 0.05 0
0 0.1 0
0 0.15 0
0.05 0.15 0
0.05 0 0
0.05 0.05 0
0.05 0.1 0
