Point: 260(0.1,0.1,0) Total Neighbours = 37
Point: 261(0.1,0.12,0) Total Neighbours = 37
Point: 262(0.1,0.14,0) Total Neighbours = 37
Point: 263(0.1,0.16,0) Total Neighbours = 37
Point: 264(0.1,0.18,0) Total Neighbours = 37
Point: 265(0.1,0.2,0) Total Neighbours = 37
Point: 266(0.1,0.22,0) Total Neighbours = 37
Point: 267(0.1,0.24,0) Total Neighbours = 37
Point: 268(0.1,0.26,0) Total Neighbours = 37
Point: 269(0.1,0.28,0) Total Neighbours = 37
Point: 270(0.1,0.3,0) Total Neighbours = 37
Point: 271(0.1,0.32,0) Total Neighbours = 37
Point: 272(0.1,0.34,0) Total Neighbours = 37
Point: 273(0.1,0.36,0) Total Neighbours = 37
Point: 274(0.1,0.38,0) Total Neighbours = 37
Point: 275(0.1,0.4,0) Total Neighbours = 37
Point: 276(0.1,0.42,0) Total Neighbours = 37
Point: 277(0.1,0.44,0) Total Neighbours = 37
Point: 278(0.1,0.46,0) Total Neighbours = 37
Point: 279(0.1,0.48,0) Total Neighbours = 37
Point: 280(0.1,0.5,0) Total Neighbours = 37
Point: 281(0.1,0.52,0) Total Neighbours = 37
Point: 282(0.1,0.54,0) Total Neighbours = 37
Point: 283(0.1,0.56,0) Total Neighbours = 37
Point: 284(0.1,0.58,0) Total Neighbours = 37
Point: 285(0.1,0.6,0) Total Neighbours = 37
Point: 286(0.1,0.62,0) Total Neighbours = 37
Point: 287(0.1,0.64,0) Total Neighbours = 37
Point: 288(0.1,0.66,0) Total Neighbours = 37
Point: 289(0.1,0.68,0) Total Neighbours = 37
Point: 290(0.1,0.7,0) Total Neighbours = 37
Point: 291(0.1,0.72,0) Total Neighbours = 37
Point: 292(0.1,0.74,0) Total Neighbours = 37
Point: 293(0.1,0.76,0) Total Neighbours = 37
Point: 294(0.1,0.78,0) Total Neighbours = 37
Point: 295(0.1,0.8,0) Total Neighbours = 37
Point: 296(0.1,0.82,0) Total Neighbours = 37
Point: 297(0.1,0.84,0) Total Neighbours = 37
Point: 298(0.1,0.86,0) Total Neighbours = 37
Point: 299(0.1,0.88,0) Total Neighbours = 37
Point: 300(0.1,0.9,0) Total Neighbours = 37
Point: 301(0.1,0.92,0) Total Neighbours = 37
Point: 302(0.1,0.94,0) Total Neighbours = 37
Point: 303(0.1,0.96,0) Total Neighbours = 37
Point: 304(0.1,0.98,0) Total Neighbours = 37
Point: 305(0.1,1,0) Total Neighbours = 37
Point: 306(0.12,0,0) Total Neighbours = 37
Point: 307(0.12,0.02,0) Total Neighbours = 37
Point: 308(0.12,0.04,0) Total Neighbours = 37
Point: 309(0.12,0.06,0) Total Neighbours = 37
Point: 310(0.12,0.08,0) Total Neighbours = 37
Point: 311(0.12,0.1,0) Total Neighbours = 37
Point: 312(0.12,0.12,0) Total Neighbours = 37
Point: 313(0.12,0.14,0) Total Neighbours = 37
Point: 314(0.12,0.16,0) Total Neighbours = 37
Point: 315(0.12,0.18,0) Total Neighbours = 37
Point: 316(0.12,0.2,0) Total Neighbours = 37
Point: 317(0.12,0.22,0) Total Neighbours = 37
Point: 318(0.12,0.24,0) Total Neighbours = 37
Point: 319(0.12,0.26,0) Total Neighbours = 37
Point: 320(0.12,0.28,0) Total Neighbours = 37
Point: 321(0.12,0.3,0) Total Neighbours = 37
Point: 322(0.12,0.32,0) Total Neighbours = 37
Point: 323(0.12,0.34,0) Total Neighbours = 37
Point: 324(0.12,0.36,0) Total Neighbours = 37
Point: 325(0.12,0.38,0) Total Neighbours = 37
Point: 326(0.12,0.4,0) Total Neighbours = 37
Point: 327(0.12,0.42,0) Total Neighbours = 37
Point: 328(0.12,0.44,0) Total Neighbours = 37
Point: 329(0.12,0.46,0) Total Neighbours = 37
Point: 330(0.12,0.48,0) Total Neighbours = 37
Point: 331(0.12,0.5,0) Total Neighbours = 37
Point: 332(0.12,0.52,0) Total Neighbours = 37
Point: 333(0.12,0.54,0) Total Neighbours = 37
Point: 334(0.12,0.56,0) Total Neighbours = 37
Point: 335(0.12,0.58,0) Total Neighbours = 37
Point: 336(0.12,0.6,0) Total Neighbours = 37
Point: 337(0.12,0.62,0) Total Neighbours = 37
Point: 338(0.12,0.64,0) Total Neighbours = 37
Point: 339(0.12,0.66,0) Total Neighbours = 37
Point: 340(0.12,0.68,0) Total Neighbours = 37
Point: 341(0.12,0.7,0) Total Neighbours = 37
Point: 342(0.12,0.72,0) Total Neighbours = 37
Point: 343(0.12,0.74,0) Total Neighbours = 37
Point: 344(0.12,0.76,0) Total Neighbours = 37
Point: 345(0.12,0.78,0) Total Neighbours = 37
Point: 346(0.12,0.8,0) Total Neighbours = 37
Point: 347(0.12,0.82,0) Total Neighbours = 37
Point: 348(0.12,0.84,0) Total Neighbours = 37
Point: 349(0.12,0.86,0) Total Neighbours = 37
Point: 350(0.12,0.88,0) Total Neighbours = 37
Point: 351(0.12,0.9,0) Total Neighbours = 37
Point: 352(0.12,0.92,0) Total Neighbours = 37
Point: 353(0.12,0.94,0) Total Neighbours = 37
Point: 354(0.12,0.96,0) Total Neighbours = 37
Point: 355(0.12,0.98,0) Total Neighbours = 37
Point: 356(0.12,1,0) Total Neighbours = 37
Point: 357(0.14,0,0) Total Neighbours = 37
Point: 358(0.14,0.02,0) Total Neighbours = 37
Point: 359(0.14,0.04,0) Total Neighbours = 37
Point: 360(0.14,0.06,0) Total Neighbours = 37
Point: 361(0.14,0.08,0) Total Neighbours = 37
Point: 362(0.14,0.1,0) Total Neighbours = 37
Point: 363(0.14,0.12,0) Total Neighbours = 37
Point: 364(0.14,0.14,0) Total Neighbours = 37
Point: 365(0.14,0.16,0) Total Neighbours = 37
Point: 366(0.14,0.18,0) Total Neighbours = 37
Point: 367(0.14,0.2,0) Total Neighbours = 37
Point: 368(0.14,0.22,0) Total Neighbours = 37
Point: 369(0.14,0.24,0) Total Neighbours = 37
Point: 370(0.14,0.26,0) Total Neighbours = 37
Point: 371(0.14,0.28,0) Total Neighbours = 37
Point: 372(0.14,0.3,0) Total Neighbours = 37
Point: 373(0.14,0.32,0) Total Neighbours = 37
Point: 374(0.14,0.34,0) Total Neighbours = 37
Point: 375(0.14,0.36,0) Total Neighbours = 37
Point: 376(0.14,0.38,0) Total Neighbours = 37
Point: 377(0.14,0.4,0) Total Neighbours = 37
Point: 378(0.14,0.42,0) Total Neighbours = 37
Point: 379(0.14,0.44,0) Total Neighbours = 37
Point: 380(0.14,0.46,0) Total Neighbours = 37
Point: 381(0.14,0.48,0) Total Neighbours = 37
Point: 382(0.14,0.5,0) Total Neighbours = 37
Point: 383(0.14,0.52,0) Total Neighbours = 37
Point: 384(0.14,0.54,0) Total Neighbours = 37
Point: 385(0.14,0.56,0) Total Neighbours = 37
Point: 386(0.14,0.58,0) Total Neighbours = 37
Point: 387(0.14,0.6,0) Total Neighbours = 37
Point: 388(0.14,0.62,0) Total Neighbours = 37
Point: 389(0.14,0.64,0) Total Neighbours = 37
Point: 390(0.14,0.66,0) Total Neighbours = 37
Point: 391(0.14,0.68,0) Total Neighbours = 37
Point: 392(0.14,0.7,0) Total Neighbours = 37
Point: 393(0.14,0.72,0) Total Neighbours = 37
Point: 394(0.14,0.74,0) Total Neighbours = 37
Point: 395(0.14,0.76,0) Total Neighbours = 37
Point: 396(0.14,0.78,0) Total Neighbours = 37
Point: 397(0.14,0.8,0) Total Neighbours = 37
Point: 398(0.14,0.82,0) Total Neighbours = 37
Point: 399(0.14,0.84,0) Total Neighbours = 37
Point: 400(0.14,0.86,0) Total Neighbours = 37
Point: 401(0.14,0.88,0) Total Neighbours = 37
Point: 402(0.14,0.9,0) Total Neighbours = 37
Point: 403(0.14,0.92,0) Total Neighbours = 37
Point: 404(0.14,0.94,0) Total Neighbours = 37
Point: 405(0.14,0.96,0) Total Neighbours = 37
Point: 406(0.14,0.98,0) Total Neighbours = 37
Point: 407(0.14,1,0) Total Neighbours = 37
Point: 408(0.16,0,0) Total Neighbours = 37
Point: 409(0.16,0.02,0) Total Neighbours = 37
Point: 410(0.16,0.04,0) Total Neighbours = 37
Point: 411(0.16,0.06,0) Total Neighbours = 37
Point: 412(0.16,0.08,0) Total Neighbours = 37
Point: 413(0.16,0.1,0) Total Neighbours = 37
Point: 414(0.16,0.12,0) Total Neighbours = 37
Point: 415(0.16,0.14,0) Total Neighbours = 37
Point: 416(0.16,0.16,0) Total Neighbours = 37
Point: 417(0.16,0.18,0) Total Neighbours = 37
Point: 418(0.16,0.2,0) Total Neighbours = 37
Point: 419(0.16,0.22,0) Total Neighbours = 37
Point: 420(0.16,0.24,0) Total Neighbours = 37
Point: 421(0.16,0.26,0) Total Neighbours = 37
Point: 422(0.16,0.28,0) Total Neighbours = 37
Point: 423(0.16,0.3,0) Total Neighbours = 37
Point: 424(0.16,0.32,0) Total Neighbours = 37
Point: 425(0.16,0.34,0) Total Neighbours = 37
Point: 426(0.16,0.36,0) Total Neighbours = 37
Point: 427(0.16,0.38,0) Total Neighbours = 37
Point: 428(0.16,0.4,0) Total Neighbours = 37
Point: 429(0.16,0.42,0) Total Neighbours = 37
Point: 430(0.16,0.44,0) Total Neighbours = 37
Point: 431(0.16,0.46,0) Total Neighbours = 37
Point: 432(0.16,0.48,0) Total Neighbours = 37
Point: 433(0.16,0.5,0) Total Neighbours = 37
Point: 434(0.16,0.52,0) Total Neighbours = 37
Point: 435(0.16,0.54,0) Total Neighbours = 37
Point: 436(0.16,0.56,0) Total Neighbours = 37
Point: 437(0.16,0.58,0) Total Neighbours = 37
Point: 438(0.16,0.6,0) Total Neighbours = 37
Point: 439(0.16,0.62,0) Total Neighbours = 37
Point: 440(0.16,0.64,0) Total Neighbours = 37
Point: 441(0.16,0.66,0) Total Neighbours = 37
Point: 442(0.16,0.68,0) Total Neighbours = 37
Point: 443(0.16,0.7,0) Total Neighbours = 37
Point: 444(0.16,0.72,0) Total Neighbours = 37
Point: 445(0.16,0.74,0) Total Neighbours = 37
Point: 446(0.16,0.76,0) Total Neighbours = 37
Point: 447(0.16,0.78,0) Total Neighbours = 37
Point: 448(0.16,0.8,0) Total Neighbours = 37
Point: 449(0.16,0.82,0) Total Neighbours = 37
Point: 450(0.16,0.84,0) Total Neighbours = 37
Point: 451(0.16,0.86,0) Total Neighbours = 37
Point: 452(0.16,0.88,0) Total Neighbours = 37
